gsn,drugname,strength,dosetype, price 
024671,"AMINO ACIDS/MV,TX,IRON,MINERAL",,LIQUID, $0.08 
024768,NILUTAMIDE,150 MG,TABLET, $115.44 
024966,ETODOLAC,400 MG,TAB ER 24H, $1.42 
024972,DIPHENHYDRAMINE HCL/ZINC ACET,2 %-0.1 %,CREAM (G), $0.02 
025061,CROMOLYN SODIUM,20 MG/ML,ORAL CONC, $0.49 
025179,GLIMEPIRIDE,1 MG,TABLET, $0.03 
025180,GLIMEPIRIDE,2 MG,TABLET, $0.05 
025181,GLIMEPIRIDE,4 MG,TABLET, $0.07 
025600,ACAMPROSATE CALCIUM,333 MG,TABLET DR, $0.58 
025703,OMEPRAZOLE MAGNESIUM,20 MG,TABLET DR, $0.89 
025728,GEMCITABINE HCL,200 MG,VIAL, $7.22 
025729,GEMCITABINE HCL,1 G,VIAL, $34.95 
025738,CABERGOLINE,0.5 MG,TABLET, $5.11 
025750,BUDESONIDE,3 MG,CAPDR - ER, $0.69 
025848,MODAFINIL,100 MG,TABLET, $0.35 
025898,AMOXICILLIN/POTASSIUM CLAV,400-57MG/5,SUSP RECON, $0.12 
026014,IBUTILIDE FUMARATE,0.1 MG/ML,VIAL, $10.35 
026076,MELATONIN,3 MG,TABLET ER, $0.10 
026098,MEDROXYPROGESTERONE ACETATE,150 MG/ML,SYRINGE, $38.80 
026169,TOPIRAMATE,50 MG,TABLET, $0.05 
026170,TOPIRAMATE,100 MG,TABLET, $0.06 
026171,TOPIRAMATE,200 MG,TABLET, $0.11 
026177,RISPERIDONE,1 MG/ML,SOLUTION, $0.70 
026210,VITAMIN B COMPLEX/FOLIC ACID,0.4 MG,TABLET, $0.08 
026281,BLEOMYCIN SULFATE,30 UNIT,VIAL, $46.91 
026376,TRANDOLAPRIL,1 MG,TABLET, $0.50 
026377,TRANDOLAPRIL,2 MG,TABLET, $0.50 
026378,TRANDOLAPRIL,4 MG,TABLET, $0.50 
026436,ADAPALENE,0.1 %,GEL (GRAM), $0.62 
026471,BETAMETHASONE VALERATE,0.12 %,FOAM, $1.12 
026488,MEROPENEM,500 MG,VIAL, $1.77 
026489,MEROPENEM,1 G,VIAL, $6.51 
026516,SELEGILINE HCL,5 MG,CAPSULE, $0.69 
026550,ZIDOVUDINE,300 MG,TABLET, $0.69 
026624,SODIUM PHENYLBUTYRATE,500 MG,TABLET, $19.54 
026631,SODIUM PHENYLBUTYRATE,0.94 G/G,POWDER, $11.60 
026720,AMOXICILLIN/POTASSIUM CLAV,200-28.5/5,SUSP RECON, $0.09 
026721,AZITHROMYCIN,250 MG,TABLET, $0.22 
026807,TOPOTECAN HCL,4 MG,VIAL, $86.10 
026868,CARBAMAZEPINE,100 MG,TAB ER 12H, $0.23 
026889,"ANTIHEMOPHILIC FACTOR, HUMAN",1000 (+/-),VIAL, $1.07 
026890,"ANTIHEMOPHILIC FACTOR, HUMAN",250 (+/-),VIAL, $1.07 
027037,CLOZAPINE,50 MG,TABLET, $1.68 
027050,DOXYCYCLINE MONOHYDRATE,100 MG,TABLET, $0.37 
027204,CIDOFOVIR,75 MG/ML,VIAL, $121.61 
027229,BACLOFEN,5 MG,TABLET, $0.16 
027252,AZITHROMYCIN,600 MG,TABLET, $0.64 
027368,ETODOLAC,500 MG,TABLET, $0.42 
027370,LATANOPROST,0.005 %,DROPS, $2.98 
027378,BUSPIRONE HCL,15 MG,TABLET, $0.04 
027416,IODIXANOL,320 MG/ML,INFUS. BTL, $0.40 
027419,IODIXANOL,270 MG/ML,INFUS. BTL, $0.40 
027447,TIZANIDINE HCL,2 MG,TABLET, $0.06 
027462,PANTOPRAZOLE SODIUM,40 MG,TABLET DR, $0.06 
027465,ITRACONAZOLE,10 MG/ML,SOLUTION, $1.46 
027467,NEVIRAPINE,200 MG,TABLET, $0.19 
027508,CALCIUM ACETATE,667 MG,TABLET, $0.35 
027544,TOREMIFENE CITRATE,60 MG,TABLET, $24.06 
027545,PENCICLOVIR,1 %,CREAM (G), $157.28 
027546,TAMSULOSIN HCL,0.4 MG,CAPSULE, $0.09 
027604,DEFLAZACORT,6 MG,TABLET, $78.13 
027605,DEFLAZACORT,30 MG,TABLET, $390.70 
027612,PHENOBARBITAL,64.8 MG,TABLET, $1.37 
027622,LORATADINE/PSEUDOEPHEDRINE,10MG-240MG,TAB ER 24H, $1.10 
027637,AMANTADINE HCL,100 MG,TABLET, $0.76 
027779,OXCARBAZEPINE,300 MG,TABLET, $0.11 
027780,OXCARBAZEPINE,600 MG,TABLET, $0.20 
027882,BRIMONIDINE TARTRATE,0.2 %,DROPS, $1.49 
027896,ASPIRIN/CALCIUM CARB/MAGNESIUM,325 MG,TABLET, $0.05 
027957,GUAIFENESIN/DEXTROMETHORPHAN,200MG-10MG,CAPSULE, $0.53 
027959,OLANZAPINE,7.5 MG,TABLET, $0.12 
027960,OLANZAPINE,10 MG,TABLET, $0.13 
027961,OLANZAPINE,5 MG,TABLET, $0.10 
027962,ZAFIRLUKAST,20 MG,TABLET, $0.81 
027993,ENOXAPARIN SODIUM,60MG/0.6ML,SYRINGE, $7.73 
027994,ENOXAPARIN SODIUM,80MG/0.8ML,SYRINGE, $7.99 
027995,ENOXAPARIN SODIUM,100 MG/ML,SYRINGE, $7.99 
028062,IRON FUMARATE/VIT C/VIT B12/FA,460-60MG,CAPSULE, $0.44 
028090,ALBUTEROL SULFATE,90 MCG,HFA AER AD, $2.03 
028107,ONDANSETRON HCL,4 MG/5 ML,SOLUTION, $0.28 
028108,CARVEDILOL,3.125 MG,TABLET, $0.03 
028109,CARVEDILOL,6.25 MG,TABLET, $0.03 
028142,CEFIXIME,400 MG,CAPSULE, $11.09 
028191,AMMONIUM LACTATE,12 %,CREAM (G), $0.10 
028217,ROPIVACAINE HCL/PF,2 MG/ML,VIAL, $0.25 
028219,ROPIVACAINE HCL/PF,2 MG/ML,INFUS. BTL, $0.46 
028220,ROPIVACAINE HCL/PF,5 MG/ML,VIAL, $0.18 
028222,ROPIVACAINE HCL/PF,10 MG/ML,VIAL, $0.47 
028224,ROPIVACAINE HCL/PF,7.5 MG/ML,VIAL, $1.04 
028226,REMIFENTANIL HCL,5 MG,VIAL, $253.18 
028227,REMIFENTANIL HCL,2 MG,VIAL, $79.28 
028228,REMIFENTANIL HCL,1 MG,VIAL, $59.68 
028289,LACTASE,9000 UNIT,TABLET, $0.29 
028465,CHOLECALCIFEROL (VITAMIN D3),25 MCG,TABLET, $0.02 
028633,NOREPINEPHRINE BITARTRATE,1 MG/ML,VIAL, $1.07 
028915,HYDROCHLOROTHIAZIDE,12.5 MG,TABLET, $0.06 
029054,LACTULOSE,10 G/15 ML,SOLUTION, $0.02 
029077,OLANZAPINE,2.5 MG,TABLET, $0.08 
029098,MINOXIDIL,5 %,SOLUTION, $0.43 
029156,MELOXICAM,7.5 MG,TABLET, $0.03 
029157,MELOXICAM,15 MG,TABLET, $0.03 
029159,ROPINIROLE HCL,0.25 MG,TABLET, $0.09 
029160,ROPINIROLE HCL,1 MG,TABLET, $0.11 
029161,ROPINIROLE HCL,2 MG,TABLET, $0.11 
029162,ROPINIROLE HCL,5 MG,TABLET, $0.18 
029203,PRASTERONE (DHEA),25 MG,CAPSULE, $0.06 
029204,PRASTERONE (DHEA),25 MG,TABLET, $0.08 
029252,TRANDOLAPRIL/VERAPAMIL HCL,1MG-240 MG,TAB BP 24H, $3.49 
029256,IRON GLUCONATE/VIT B CPLX/MINS,,TABLET, $0.08 
029257,BETAINE,1G/SCOOP,POWDER, $6.96 
029292,CHLORPHENIRAMINE/DEXTROMETHORP,4 MG-30 MG,TABLET, $0.11 
029312,BUPRENORPHINE HCL,2 MG,TAB SUBL, $0.58 
029313,BUPRENORPHINE HCL,8 MG,TAB SUBL, $0.80 
029325,ERYTHROMYCIN BASE IN ETHANOL,2 %,SOLUTION, $0.50 
029333,BUTENAFINE HCL,1 %,CREAM (G), $0.45 
029334,DONEPEZIL HCL,10 MG,TABLET, $0.05 
029335,DONEPEZIL HCL,5 MG,TABLET, $0.04 
029597,ZINC OXIDE,10 %,OINT. (G), $0.04 
029821,LETROZOLE,2.5 MG,TABLET, $0.20 
029832,HYDROCHLOROTHIAZIDE,12.5 MG,CAPSULE, $0.04 
029837,TOPIRAMATE,25 MG,TABLET, $0.03 
029893,AZELASTINE HCL,137 MCG,SPRAY/PUMP, $0.39 
029925,LEVOFLOXACIN IN DEXTROSE 5 %,250MG/50ML,PIGGYBACK, $0.06 
029926,LEVOFLOXACIN,25 MG/ML,VIAL, $0.28 
029927,LEVOFLOXACIN,250 MG,TABLET, $0.28 
029928,LEVOFLOXACIN,500 MG,TABLET, $0.36 
029929,LEVOFLOXACIN IN DEXTROSE 5 %,500MG/0.1L,PIGGYBACK, $0.05 
029967,ATORVASTATIN CALCIUM,10 MG,TABLET, $0.02 
029968,ATORVASTATIN CALCIUM,20 MG,TABLET, $0.03 
029969,ATORVASTATIN CALCIUM,40 MG,TABLET, $0.04 
029984,NITAZOXANIDE,500 MG,TABLET, $78.66 
030006,TIMOLOL MALEATE/PF,0.25 %,DROPERETTE, $10.19 
030007,TIMOLOL MALEATE/PF,0.5 %,DROPERETTE, $4.56 
030011,CARBOXYMETHYLCELLULOSE SODIUM,0.5 %,DROPERETTE, $0.25 
030027,BACITRACIN,500 UNIT/G,PACKET, $0.15 
030028,BACITRACIN ZINC,500 UNIT/G,OINT PACK, $0.04 
030031,HYDROCORTISONE,1 %,CREAM PACK, $0.05 
030106,LANSOPRAZOLE,15 MG,CAPSULE DR, $0.29 
030107,LANSOPRAZOLE,30 MG,CAPSULE DR, $0.15 
030274,TIZANIDINE HCL,4 MG,TABLET, $0.03 
030475,WARFARIN SODIUM,6 MG,TABLET, $0.18 
030476,LORATADINE,10 MG,TAB RAPDIS, $0.35 
030493,NORETHINDRONE-E.ESTRADIOL-IRON,5-7-9-7,TABLET, $1.55 
030495,CLARITHROMYCIN,500 MG,TAB ER 24H, $5.94 
030607,VALACYCLOVIR HCL,1000 MG,TABLET, $0.47 
030614,TRETINOIN MICROSPHERES,0.1 %,GEL (GRAM), $7.23 
030623,HYDROCODONE/ACETAMINOPHEN,10MG-325MG,TABLET, $0.07 
030735,SUMATRIPTAN,5 MG,SPRAY, $30.26 
030742,SUMATRIPTAN,20 MG,SPRAY, $22.66 
030773,AMPHOTERICIN B LIPOSOME,50 MG,VIAL, $282.43 
030796,OLOPATADINE HCL,0.1 %,DROPS, $3.27 
030824,MULTIVIT WITH MINERALS/GINSENG,,CAPSULE, $0.08 
030830,GLUCOSAMINE SULFATE,500 MG,TABLET, $0.54 
030857,PODOFILOX,0.5 %,GEL (GRAM), $150.48 
030949,ANAGRELIDE HCL,0.5 MG,CAPSULE, $1.21 
030986,LEVONORGESTREL/ETHIN.ESTRADIOL,0.1-0.02MG,TABLET, $0.26 
031004,ESTRADIOL,1 MG/GRAM,GEL PACKET, $3.81 
031027,ZOLMITRIPTAN,2.5 MG,TABLET, $2.12 
031061,MENTHOL,2 %,GEL (GRAM), $0.04 
031099,IMIQUIMOD,5 %,CREAM PACK, $6.25 
031186,MOMETASONE FUROATE,50 MCG,SPRAY/PUMP, $3.39 
031430,ADENOSINE,3 MG/ML,VIAL, $2.65 
031439,BUPROPION HCL,150 MG,TAB ER 12H, $0.47 
031452,AZITHROMYCIN,500 MG,VIAL, $2.92 
031492,NARATRIPTAN HCL,2.5 MG,TABLET, $1.58 
031533,VALPROIC ACID (AS SODIUM SALT),500 MG/5ML,VIAL, $0.63 
031535,"NAFCILLIN IN DEXTROSE,ISO-OSM",2 G/100 ML,FROZ.PIGGY, $0.26 
031600,TAZAROTENE,0.05 %,GEL (GRAM), $6.15 
031601,TAZAROTENE,0.1 %,GEL (GRAM), $6.64 
031613,KETOROLAC TROMETHAMINE,60 MG/2 ML,VIAL, $0.66 
031689,FEXOFENADINE HCL,60 MG,TABLET, $0.11 
031779,PRAMIPEXOLE DI-HCL,1 MG,TABLET, $0.13 
031780,PRAMIPEXOLE DI-HCL,1.5 MG,TABLET, $0.21 
031781,PRAMIPEXOLE DI-HCL,0.125 MG,TABLET, $0.07 
031782,PRAMIPEXOLE DI-HCL,0.25 MG,TABLET, $0.10 
031789,ADAPALENE,0.1 %,CREAM (G), $3.41 
032174,ESTRADIOL,.025MG/24H,PATCH TDWK, $11.95 
032492,MEMANTINE HCL,10 MG,TABLET, $0.09 
032599,MYCOPHENOLATE MOFETIL,500 MG,TABLET, $0.30 
032600,DILTIAZEM HCL,360 MG,CAP ER 24H, $0.58 
032938,SCOPOLAMINE HYDROBROMIDE,0.4 MG,TABLET, $0.45 
033364,NIACIN,500 MG,TAB ER 24H, $0.45 
033365,NIACIN,750 MG,TAB ER 24H, $0.63 
033366,NIACIN,1000 MG,TAB ER 24H, $0.76 
033416,GLUTAMINE,100 %,POWDER, $0.21 
033515,B COMPLEX W-C NO.20/FOLIC ACID,1 MG,CAPSULE, $0.13 
033530,OMEPRAZOLE,20 MG,CAPSULE DR, $0.04 
033594,ALPHA LIPOIC ACID,200 MG,CAPSULE, $0.25 
033596,ALPHA LIPOIC ACID,300 MG,CAPSULE, $0.17 
033716,FEXOFENADINE HCL,180 MG,TABLET, $0.31 
033722,PERINDOPRIL ERBUMINE,4 MG,TABLET, $1.48 
033724,OXCARBAZEPINE,300 MG/5ML,ORAL SUSP, $0.36 
033849,GUAIFENESIN/DM/PSEUDOEPHEDRINE,50-5-15/5,LIQUID, $0.04 
034069,GLUCOSAMINE HCL/CHONDROITIN SU,500-400 MG,CAPSULE, $0.22 
034096,ASPIRIN/ACETAMINOPHEN/CAFFEINE,227-194-33,TABLET, $0.10 
034166,ROPINIROLE HCL,0.5 MG,TABLET, $0.11 
034186,LAMIVUDINE/ZIDOVUDINE,150-300 MG,TABLET, $0.84 
034187,QUETIAPINE FUMARATE,25 MG,TABLET, $0.04 
034188,QUETIAPINE FUMARATE,100 MG,TABLET, $0.07 
034189,QUETIAPINE FUMARATE,200 MG,TABLET, $0.15 
034313,POLYETHYLENE GLYCOL 3350,17 G,POWD PACK, $1.58 
034359,DEXTROAMPHETAMINE/AMPHETAMINE,30 MG,TABLET, $0.30 
034468,IRBESARTAN,150 MG,TABLET, $0.18 
034469,IRBESARTAN,300 MG,TABLET, $0.17 
034470,IRBESARTAN,75 MG,TABLET, $0.16 
034648,CAL/VIT B12/FOLIC ACID/VIT B6,,TABLET, $0.08 
034676,DACTINOMYCIN,0.5 MG,VIAL, $564.61 
034737,TIAGABINE HCL,4 MG,TABLET, $2.89 
034738,TIAGABINE HCL,12 MG,TABLET, $9.93 
034739,TIAGABINE HCL,16 MG,TABLET, $10.73 
034893,SACCHAROMYCES BOULARDII,250 MG,CAPSULE, $0.62 
035495,LIDOCAINE/PRILOCAINE,2.5 %-2.5%,CREAM (G), $0.43 
035580,TOLCAPONE,100 MG,TABLET, $115.43 
035737,DICLOFENAC SODIUM/MISOPROSTOL,75 MG-200,TAB IR DR, $2.19 
036045,ISOTRETINOIN,10 MG,CAPSULE, $4.75 
036046,ISOTRETINOIN,20 MG,CAPSULE, $7.59 
036047,ISOTRETINOIN,40 MG,CAPSULE, $7.59 
036426,DEXRAZOXANE HCL,500 MG,VIAL, $89.18 
036534,CLOTRIMAZOLE/BETAMETHASONE DIP,1 %-0.05 %,CREAM (G), $0.42 
036566,OMEGA-3 FATTY ACIDS,1000 MG,CAPSULE, $0.12 
036654,NEBIVOLOL HCL,5 MG,TABLET, $0.12 
036745,BENDAMUSTINE HCL,25 MG,VIAL, $110.25 
036747,DOXYCYCLINE MONOHYDRATE,50 MG,TABLET, $0.64 
036763,IDARUBICIN HCL,1 MG/ML,VIAL, $7.24 
036767,ACARBOSE,25 MG,TABLET, $0.23 
036863,ANAGRELIDE HCL,1 MG,CAPSULE, $2.68 
036868,FEXOFENADINE/PSEUDOEPHEDRINE,60MG-120MG,TAB ER 12H, $0.66 
036872,METHOTREXATE SODIUM,2.5 MG,TABLET, $0.32 
036985,MITOXANTRONE HCL,2 MG/ML,VIAL, $9.87 
037000,FOMEPIZOLE,1 G/ML,VIAL, $350.00 
037003,MONTELUKAST SODIUM,5 MG,TAB CHEW, $0.10 
037015,CANDESARTAN CILEXETIL,4 MG,TABLET, $0.92 
037016,CANDESARTAN CILEXETIL,8 MG,TABLET, $0.79 
037017,CANDESARTAN CILEXETIL,16 MG,TABLET, $0.71 
037020,CICLOPIROX,8 %,SOLUTION, $2.90 
037022,RALOXIFENE HCL,60 MG,TABLET, $0.33 
037034,ADAPALENE,0.1 %,SOLUTION, $15.91 
037036,ZOLMITRIPTAN,5 MG,TABLET, $2.44 
037042,TOBRAMYCIN IN 0.225% SOD CHLOR,300 MG/5ML,AMPUL-NEB, $1.53 
037045,HYDROCORTISONE,100MG/60ML,ENEMA, $0.49 
037048,MUPIROCIN CALCIUM,2 %,CREAM (G), $1.21 
037050,FINASTERIDE,1 MG,TABLET, $0.09 
037062,"VIT E ACET/FOLIC AC/BCOMP,C/MN",,TABLET, $0.08 
037063,"VIT E ACET/VIT BCOMP,C/MIN",,TABLET, $0.08 
037115,GLUCOSAMINE/CHONDRO SU A,500-400 MG,TABLET, $0.29 
037219,LANSOPRAZOLE/AMOXICILN/CLARITH,30-500-500,COMBO. PKG, $4.68 
037354,VALSARTAN/HYDROCHLOROTHIAZIDE,80-12.5MG,TABLET, $0.26 
037628,CLINDAMYCIN PHOS/BENZOYL PEROX,1 %-5 %,GEL (GRAM), $0.97 
037978,CILOSTAZOL,100 MG,TABLET, $0.25 
037979,CILOSTAZOL,50 MG,TABLET, $0.18 
038085,TROSPIUM CHLORIDE,20 MG,TABLET, $0.45 
038164,CLOPIDOGREL BISULFATE,75 MG,TABLET, $0.09 
038259,ETODOLAC,500 MG,TAB ER 24H, $1.34 
038267,CHROMIUM PICOLINATE,200 MCG,TABLET, $0.05 
038275,NARATRIPTAN HCL,1 MG,TABLET, $5.20 
038345,POVIDONE-IODINE,10 %,MED. PAD, $0.04 
038375,PREDNISOLONE SODIUM PHOSPHATE,5 MG/5 ML,SOLUTION, $0.55 
038450,CARBOPLATIN,10 MG/ML,VIAL, $0.78 
038451,MONTELUKAST SODIUM,10 MG,TABLET, $0.03 
038588,TOBRAMYCIN,0.3 %,DROPS, $2.06 
038686,LOSARTAN POTASSIUM,100 MG,TABLET, $0.05 
038829,ETHYL ALCOHOL,70 %,GEL (ML), $0.22 
038861,LIDOCAINE HCL,2 %,JEL/PF APP, $0.79 
038875,"ANTIHEMOPHILIC FACTOR, HUMAN",500 (+/-),KIT, $1.12 
038895,ENOXAPARIN SODIUM,300MG/3ML,VIAL, $10.95 
038906,REPAGLINIDE,0.5 MG,TABLET, $0.24 
038907,REPAGLINIDE,1 MG,TABLET, $0.25 
038908,REPAGLINIDE,2 MG,TABLET, $0.24 
038925,VALSARTAN/HYDROCHLOROTHIAZIDE,160-12.5MG,TABLET, $0.18 
038954,ACYCLOVIR SODIUM,50 MG/ML,VIAL, $1.31 
039056,DAUNORUBICIN HCL,5 MG/ML,VIAL, $23.01 
039100,PRAMIPEXOLE DI-HCL,0.5 MG,TABLET, $0.08 
039105,LOTEPREDNOL ETABONATE,0.2 %,DROPS SUSP, $23.72 
039106,LOTEPREDNOL ETABONATE,0.5 %,DROPS SUSP, $19.72 
039138,TOLTERODINE TARTRATE,1 MG,TABLET, $0.73 
039139,TOLTERODINE TARTRATE,2 MG,TABLET, $0.49 
039189,SILDENAFIL CITRATE,25 MG,TABLET, $0.11 
039190,SILDENAFIL CITRATE,50 MG,TABLET, $0.09 
039191,SILDENAFIL CITRATE,100 MG,TABLET, $0.11 
039482,ENOXAPARIN SODIUM,40MG/0.4ML,SYRINGE, $8.01 
039488,PARICALCITOL,5 MCG/ML,VIAL, $3.27 
039494,SOD BORATE/BORIC AC/WATER/NACL,,IRRIG SOLN, $0.04 
039498,BRINZOLAMIDE,1 %,DROPS SUSP, $5.46 
039499,KETOROLAC TROMETHAMINE,15 MG/ML,VIAL, $0.90 
039500,KETOROLAC TROMETHAMINE,30MG/ML(1),VIAL, $0.89 
039515,PYRITHIONE ZINC,0.25 %,SPRAY, $0.21 
039531,DORZOLAMIDE HCL/TIMOLOL MALEAT,22.3-6.8/1,DROPS, $1.28 
039545,PANTOPRAZOLE SODIUM,20 MG,TABLET DR, $0.03 
039551,CIPROFLOXACIN,250 MG/5ML,SUS MC REC, $2.01 
039552,CIPROFLOXACIN,500 MG/5ML,SUS MC REC, $2.04 
039719,ARGININE/VIT C/VIT E/B12/FA/B6,75MG-0.8MG,TABLET, $0.08 
039734,IRON PS COMPLEX/B12/FOLIC ACID,150-25-1,CAPSULE, $0.15 
039739,"MULTIVIT,THER.W-IRON,HEMATINIC",66.7-.33MG,TABLET, $0.08 
039740,"MULTIVIT,THER.W-IRON,HEMATINIC",27MG-0.8MG,TABLET, $0.08 
039741,"MULTIVIT,THER.W-IRON,HEMATINIC",27MG-0.4MG,TABLET, $0.08 
039742,"MULTIVIT,THER.W-IRON,HEMATINIC",30-0.8MG,TABLET, $0.08 
039744,"MULTIVIT,TX WITH IRON,MINERALS",27MG-0.4MG,TABLET, $0.08 
039746,"MULTIVIT WITH IRON,MINERALS",30MG-0.4MG,TABLET, $0.08 
039747,"M-VIT,TX,IRON,MINS/CALC/FOLIC",27MG-0.4MG,TABLET, $0.08 
039748,"MULTIVIT WITH CALCIUM,IRON,MIN",27MG-0.4MG,TABLET, $0.08 
039749,"MULTIVITAMIN WITH IRON,LIVER",50MG-0.4MG,TABLET, $0.08 
039750,"MULTIVIT WITH IRON,HEMATINIC",27MG-0.4MG,TABLET, $0.08 
039768,"IRON/FOLIC AC/VIT BCOMP,C/MIN",106 MG-1MG,TABLET, $0.27 
039780,CAPECITABINE,150 MG,TABLET, $0.44 
039781,CAPECITABINE,500 MG,TABLET, $0.48 
039826,DICLOFENAC SODIUM,3 %,GEL (GRAM), $0.64 
039891,EPTIFIBATIDE,75MG/100ML,VIAL, $0.72 
039892,EPTIFIBATIDE,2 MG/ML,VIAL, $2.78 
040119,FERROUS GLUCONATE,240(27)MG,TABLET, $0.03 
040125,DESOG-E.ESTRADIOL/E.ESTRADIOL,21-5 (28),TABLET, $0.34 
040155,RIVASTIGMINE TARTRATE,1.5 MG,CAPSULE, $0.28 
040156,RIVASTIGMINE TARTRATE,3 MG,CAPSULE, $0.38 
040157,RIVASTIGMINE TARTRATE,4.5 MG,CAPSULE, $0.43 
040158,RIVASTIGMINE TARTRATE,6 MG,CAPSULE, $0.47 
040172,MAFENIDE ACETATE,50 G,PACKET, $3.61 
040186,ASPIRIN/ACETAMINOPHEN/CAFFEINE,250-250-65,TABLET, $0.03 
040221,RIZATRIPTAN BENZOATE,5 MG,TABLET, $0.35 
040222,RIZATRIPTAN BENZOATE,10 MG,TABLET, $0.27 
040223,RIZATRIPTAN BENZOATE,5 MG,TAB RAPDIS, $1.30 
040224,RIZATRIPTAN BENZOATE,10 MG,TAB RAPDIS, $1.58 
040238,SIMVASTATIN,80 MG,TABLET, $0.07 
040257,CEFDINIR,300 MG,CAPSULE, $0.94 
040258,CEFDINIR,125 MG/5ML,SUSP RECON, $0.18 
040261,LIDOCAINE,5 %,CREAM (G), $0.35 
040262,LIDOCAINE,4 %,CREAM (G), $0.58 
040290,GUAIFEN/DEXTROMETHORPHAN/PE,50-5-2.5/1,DROPS, $0.16 
040291,GUAIFEN/DEXTROMETHORPHAN/PE,300-15-10,LIQUID, $0.04 
040292,AMOXICILLIN,875 MG,TABLET, $0.26 
040298,CICLOPIROX OLAMINE,0.77 %,SUSPENSION, $1.17 
040303,ASPIRIN/DIPYRIDAMOLE,25MG-200MG,CPMP 12HR, $1.50 
040304,BALSALAZIDE DISODIUM,750 MG,CAPSULE, $0.72 
040357,MIGLITOL,25 MG,TABLET, $3.63 
040358,MIGLITOL,50 MG,TABLET, $1.52 
040359,MIGLITOL,100 MG,TABLET, $4.27 
040366,ESTRADIOL,.075MG/24H,PATCH TDWK, $14.86 
040376,MYCOPHENOLATE MOFETIL HCL,500 MG,VIAL, $26.81 
040395,FOSINOPRIL/HYDROCHLOROTHIAZIDE,20-12.5 MG,TABLET, $1.25 
040510,VITAMIN A/VIT C/ZINC/PROPOLIS,15 MG,LOZENGE, $0.03 
040520,LEVOCARNITINE,330 MG,TABLET, $1.46 
040526,LIDOCAINE/PRILOCAINE,2.5 %-2.5%,KIT, $1.99 
040549,LEFLUNOMIDE,10 MG,TABLET, $0.28 
040550,LEFLUNOMIDE,20 MG,TABLET, $0.77 
040646,AZELASTINE HCL,0.05 %,DROPS, $0.99 
040659,CANDESARTAN CILEXETIL,32 MG,TABLET, $1.37 
040809,"IRON,CARBONYL/ASCORBIC ACID",100-250 MG,TABLET, $0.18 
040822,MIDAZOLAM HCL,2 MG/ML,SYRUP, $1.26 
040888,ESTRADIOL/NORETHINDRONE ACET,1 MG-0.5MG,TABLET, $1.27 
040901,TOPIRAMATE,15 MG,CAP SPRINK, $0.49 
040902,TOPIRAMATE,25 MG,CAP SPRINK, $0.56 
040910,TELMISARTAN,40 MG,TABLET, $0.32 
040911,TELMISARTAN,80 MG,TABLET, $0.31 
040923,LOSARTAN/HYDROCHLOROTHIAZIDE,100MG-25MG,TABLET, $0.06 
040941,RABEPRAZOLE SODIUM,20 MG,TABLET DR, $0.39 
040944,SIMETHICONE,180 MG,CAPSULE, $0.03 
040964,ABACAVIR SULFATE,300 MG,TABLET, $0.74 
040965,ABACAVIR SULFATE,20 MG/ML,SOLUTION, $0.63 
040966,DILTIAZEM HCL,420 MG,CAP SA 24H, $1.65 
040971,CICLOPIROX OLAMINE,0.77 %,CREAM (G), $0.19 
040974,METFORMIN HCL,1000 MG,TABLET, $0.03 
041003,VALRUBICIN,40 MG/ML,VIAL, $270.25 
041016,QUINAPRIL/HYDROCHLOROTHIAZIDE,20 MG-25MG,TABLET, $0.82 
041026,OLANZAPINE,15 MG,TABLET, $0.18 
041027,OLANZAPINE,20 MG,TABLET, $0.21 
041033,LAMIVUDINE,100 MG,TABLET, $9.25 
041046,OXYBUTYNIN CHLORIDE,5 MG,TAB ER 24, $0.15 
041047,OXYBUTYNIN CHLORIDE,10 MG,TAB ER 24, $0.17 
041055,POTASSIUM GLUCONATE,595(99)MG,TABLET, $0.06 
041199,ENTACAPONE,200 MG,TABLET, $0.17 
041234,IRBESARTAN/HYDROCHLOROTHIAZIDE,150-12.5MG,TABLET, $0.20 
041245,BIOTIN,2500 MCG,CAPSULE, $0.10 
041285,CELECOXIB,100 MG,CAPSULE, $0.12 
041286,CELECOXIB,200 MG,CAPSULE, $0.13 
041337,PERINDOPRIL ERBUMINE,2 MG,TABLET, $1.27 
041339,FENTANYL CITRATE,600 MCG,LOZENGE HD, $10.40 
041340,FENTANYL CITRATE,800 MCG,LOZENGE HD, $18.17 
041341,FENTANYL CITRATE,1200 MCG,LOZENGE HD, $11.29 
041342,FENTANYL CITRATE,1600 MCG,LOZENGE HD, $28.44 
041348,"OCTREOTIDE ACETATE,MI-SPHERES",20 MG,VIAL," $4,731.71 "
041349,"OCTREOTIDE ACETATE,MI-SPHERES",30 MG,VIAL," $6,731.11 "
041384,FENTANYL CITRATE/PF,50 MCG/ML,AMPUL, $0.55 
041385,FENTANYL CITRATE/PF,50 MCG/ML,VIAL, $0.49 
041424,PREDNISOLONE SODIUM PHOSPHATE,25 MG/5 ML,SOLUTION, $2.90 
041440,FINASTERIDE,5 MG,TABLET, $0.08 
041478,MODAFINIL,200 MG,TABLET, $0.50 
041562,ONDANSETRON,4 MG,TAB RAPDIS, $0.25 
041563,ONDANSETRON,8 MG,TAB RAPDIS, $0.34 
041567,LISINOPRIL,30 MG,TABLET, $0.04 
041568,MELATONIN,1 MG,TABLET, $0.02 
