gsn,drugname,strength,dosetype, cost 
024398,ACETYLCYSTEINE,200 MG/ML,VIAL, $1.64 
024418,LAMIVUDINE,10 MG/ML,SOLUTION, $0.37 
024447,DOXORUBICIN HCL PEG-LIPOSOMAL,2 MG/ML,VIAL, $16.34 
024456,IPRATROPIUM BROMIDE,42 MCG,SPRAY, $1.51 
024457,IPRATROPIUM BROMIDE,21 MCG,SPRAY, $1.11 
024466,TRETINOIN,10 MG,CAPSULE, $11.30 
024469,FOSINOPRIL SODIUM,40 MG,TABLET, $0.31 
024475,GUAIFENESIN/DEXTROMETHORPHAN,200-15MG/5,LIQUID, $0.06 
024478,DILTIAZEM HCL,360 MG,CAP SA 24H, $0.30 
024484,CETIRIZINE HCL,5 MG,TABLET, $0.09 
024487,IRON FUM/POTASSIUM/VITE/B12/B6,,CAPSULE, $0.08 
024488,ISOSORBIDE MONONITRATE,30 MG,TAB ER 24H, $0.14 
024507,OXYCODONE HCL,5 MG,CAPSULE, $0.77 
024508,RILUZOLE,50 MG,TABLET, $1.53 
024515,ANASTROZOLE,1 MG,TABLET, $0.16 
024536,DILTIAZEM HCL,120 MG,CAP SA 24H, $0.17 
024537,DILTIAZEM HCL,180 MG,CAP SA 24H, $0.21 
024555,ESTRADIOL,.0375MG/24,PATCH TDSW, $8.55 
024613,CISATRACURIUM BESYLATE,10 MG/ML,VIAL, $5.67 
024614,CISATRACURIUM BESYLATE,2 MG/ML,VIAL, $0.94 
024652,GLYCERYL MONOSTEARATE,,POWDER, $0.51 
024665,MELATONIN,3 MG,TABLET, $0.03 
024667,NEEDLELESS DISPENSING PIN,,EACH, $2.06 
024668,AMOXICILLIN/POTASSIUM CLAV,875-125 MG,TABLET, $0.36 
024671,"AMINO ACIDS/MV,TX,IRON,MINERAL",,LIQUID, $0.08 
024768,NILUTAMIDE,150 MG,TABLET, $115.44 
024966,ETODOLAC,400 MG,TAB ER 24H, $1.42 
024972,DIPHENHYDRAMINE HCL/ZINC ACET,2 %-0.1 %,CREAM (G), $0.02 
025061,CROMOLYN SODIUM,20 MG/ML,ORAL CONC, $0.31 
025179,GLIMEPIRIDE,1 MG,TABLET, $0.03 
025180,GLIMEPIRIDE,2 MG,TABLET, $0.05 
025181,GLIMEPIRIDE,4 MG,TABLET, $0.07 
025600,ACAMPROSATE CALCIUM,333 MG,TABLET DR, $0.91 
025703,OMEPRAZOLE MAGNESIUM,20 MG,TABLET DR, $0.85 
025728,GEMCITABINE HCL,200 MG,VIAL, $7.22 
025729,GEMCITABINE HCL,1 G,VIAL, $19.94 
025738,CABERGOLINE,0.5 MG,TABLET, $4.54 
025750,BUDESONIDE,3 MG,CAPDR - ER, $0.75 
025848,MODAFINIL,100 MG,TABLET, $0.31 
025898,AMOXICILLIN/POTASSIUM CLAV,400-57MG/5,SUSP RECON, $0.15 
026076,MELATONIN,3 MG,TABLET ER, $0.10 
026098,MEDROXYPROGESTERONE ACETATE,150 MG/ML,SYRINGE, $41.99 
026169,TOPIRAMATE,50 MG,TABLET, $0.05 
026170,TOPIRAMATE,100 MG,TABLET, $0.06 
026171,TOPIRAMATE,200 MG,TABLET, $0.11 
026177,RISPERIDONE,1 MG/ML,SOLUTION, $0.48 
026210,VITAMIN B COMPLEX/FOLIC ACID,0.4 MG,TABLET, $0.08 
026281,BLEOMYCIN SULFATE,30 UNIT,VIAL, $46.91 
026376,TRANDOLAPRIL,1 MG,TABLET, $0.50 
026377,TRANDOLAPRIL,2 MG,TABLET, $0.50 
026378,TRANDOLAPRIL,4 MG,TABLET, $0.50 
026436,ADAPALENE,0.1 %,GEL (GRAM), $0.79 
026471,BETAMETHASONE VALERATE,0.12 %,FOAM, $1.41 
026488,MEROPENEM,500 MG,VIAL, $3.30 
026489,MEROPENEM,1 G,VIAL, $5.35 
026516,SELEGILINE HCL,5 MG,CAPSULE, $0.69 
026550,ZIDOVUDINE,300 MG,TABLET, $0.77 
026631,SODIUM PHENYLBUTYRATE,0.94 G/G,POWDER, $11.60 
026720,AMOXICILLIN/POTASSIUM CLAV,200-28.5/5,SUSP RECON, $0.13 
026721,AZITHROMYCIN,250 MG,TABLET, $0.36 
026807,TOPOTECAN HCL,4 MG,VIAL, $86.10 
026868,CARBAMAZEPINE,100 MG,TAB ER 12H, $0.59 
026889,"ANTIHEMOPHILIC FACTOR, HUMAN",1000 (+/-),VIAL, $1.06 
026890,"ANTIHEMOPHILIC FACTOR, HUMAN",250 (+/-),VIAL, $1.06 
027037,CLOZAPINE,50 MG,TABLET, $1.68 
027050,DOXYCYCLINE MONOHYDRATE,100 MG,TABLET, $0.43 
027204,CIDOFOVIR,75 MG/ML,VIAL, $121.61 
027229,BACLOFEN,5 MG,TABLET, $0.40 
027252,AZITHROMYCIN,600 MG,TABLET, $1.62 
027368,ETODOLAC,500 MG,TABLET, $0.42 
027370,LATANOPROST,0.005 %,DROPS, $2.26 
027378,BUSPIRONE HCL,15 MG,TABLET, $0.04 
027416,IODIXANOL,320 MG/ML,INFUS. BTL, $0.44 
027419,IODIXANOL,270 MG/ML,INFUS. BTL, $0.44 
027447,TIZANIDINE HCL,2 MG,TABLET, $0.06 
027462,PANTOPRAZOLE SODIUM,40 MG,TABLET DR, $0.06 
027465,ITRACONAZOLE,10 MG/ML,SOLUTION, $1.31 
027467,NEVIRAPINE,200 MG,TABLET, $0.21 
027544,TOREMIFENE CITRATE,60 MG,TABLET, $24.06 
027546,TAMSULOSIN HCL,0.4 MG,CAPSULE, $0.09 
027612,PHENOBARBITAL,64.8 MG,TABLET, $1.37 
027622,LORATADINE/PSEUDOEPHEDRINE,10MG-240MG,TAB ER 24H, $1.07 
027637,AMANTADINE HCL,100 MG,TABLET, $0.93 
027779,OXCARBAZEPINE,300 MG,TABLET, $0.31 
027882,BRIMONIDINE TARTRATE,0.2 %,DROPS, $1.36 
027896,ASPIRIN/CALCIUM CARB/MAGNESIUM,325 MG,TABLET, $0.05 
027957,GUAIFENESIN/DEXTROMETHORPHAN,200MG-10MG,CAPSULE, $0.53 
027959,OLANZAPINE,7.5 MG,TABLET, $0.13 
027960,OLANZAPINE,10 MG,TABLET, $0.16 
027961,OLANZAPINE,5 MG,TABLET, $0.10 
027962,ZAFIRLUKAST,20 MG,TABLET, $0.90 
027993,ENOXAPARIN SODIUM,60MG/0.6ML,SYRINGE, $9.39 
027994,ENOXAPARIN SODIUM,80MG/0.8ML,SYRINGE, $9.45 
027995,ENOXAPARIN SODIUM,100 MG/ML,SYRINGE, $10.44 
028062,IRON FUMARATE/VIT C/VIT B12/FA,460-60MG,CAPSULE, $0.44 
028090,ALBUTEROL SULFATE,90 MCG,HFA AER AD, $2.87 
028107,ONDANSETRON HCL,4 MG/5 ML,SOLUTION, $0.60 
028108,CARVEDILOL,3.125 MG,TABLET, $0.03 
028109,CARVEDILOL,6.25 MG,TABLET, $0.03 
028142,CEFIXIME,400 MG,CAPSULE, $11.09 
028191,AMMONIUM LACTATE,12 %,CREAM (G), $0.09 
028217,ROPIVACAINE HCL/PF,2 MG/ML,VIAL, $0.23 
028219,ROPIVACAINE HCL/PF,2 MG/ML,INFUS. BTL, $0.29 
028220,ROPIVACAINE HCL/PF,5 MG/ML,VIAL, $0.18 
028222,ROPIVACAINE HCL/PF,10 MG/ML,VIAL, $0.46 
028224,ROPIVACAINE HCL/PF,7.5 MG/ML,VIAL, $1.06 
028226,REMIFENTANIL HCL,5 MG,VIAL, $253.97 
028227,REMIFENTANIL HCL,2 MG,VIAL, $79.28 
028228,REMIFENTANIL HCL,1 MG,VIAL, $59.64 
028289,LACTASE,9000 UNIT,TABLET, $0.29 
028465,CHOLECALCIFEROL (VITAMIN D3),25 MCG,TABLET, $0.02 
028633,NOREPINEPHRINE BITARTRATE,1 MG/ML,VIAL, $1.46 
028915,HYDROCHLOROTHIAZIDE,12.5 MG,TABLET, $0.06 
029054,LACTULOSE,10 G/15 ML,SOLUTION, $0.02 
029077,OLANZAPINE,2.5 MG,TABLET, $0.09 
029156,MELOXICAM,7.5 MG,TABLET, $0.03 
029157,MELOXICAM,15 MG,TABLET, $0.03 
029159,ROPINIROLE HCL,0.25 MG,TABLET, $0.10 
029160,ROPINIROLE HCL,1 MG,TABLET, $0.08 
029161,ROPINIROLE HCL,2 MG,TABLET, $0.10 
029162,ROPINIROLE HCL,5 MG,TABLET, $0.15 
029203,PRASTERONE (DHEA),25 MG,CAPSULE, $0.05 
029204,PRASTERONE (DHEA),25 MG,TABLET, $0.08 
029252,TRANDOLAPRIL/VERAPAMIL HCL,1MG-240 MG,TAB BP 24H, $3.49 
029256,IRON GLUCONATE/VIT B CPLX/MINS,,TABLET, $0.08 
029292,CHLORPHENIRAMINE/DEXTROMETHORP,4 MG-30 MG,TABLET, $0.11 
029312,BUPRENORPHINE HCL,2 MG,TAB SUBL, $0.78 
029313,BUPRENORPHINE HCL,8 MG,TAB SUBL, $1.21 
029325,ERYTHROMYCIN BASE IN ETHANOL,2 %,SOLUTION, $0.53 
029333,BUTENAFINE HCL,1 %,CREAM (G), $0.45 
029334,DONEPEZIL HCL,10 MG,TABLET, $0.05 
029335,DONEPEZIL HCL,5 MG,TABLET, $0.05 
029597,ZINC OXIDE,10 %,OINT. (G), $0.06 
029821,LETROZOLE,2.5 MG,TABLET, $0.16 
029832,HYDROCHLOROTHIAZIDE,12.5 MG,CAPSULE, $0.03 
029837,TOPIRAMATE,25 MG,TABLET, $0.03 
029893,AZELASTINE HCL,137 MCG,SPRAY/PUMP, $0.38 
029925,LEVOFLOXACIN IN DEXTROSE 5 %,250MG/50ML,PIGGYBACK, $0.06 
029926,LEVOFLOXACIN,25 MG/ML,VIAL, $0.28 
029927,LEVOFLOXACIN,250 MG,TABLET, $0.25 
029928,LEVOFLOXACIN,500 MG,TABLET, $0.31 
029929,LEVOFLOXACIN IN DEXTROSE 5 %,500MG/0.1L,PIGGYBACK, $0.05 
029967,ATORVASTATIN CALCIUM,10 MG,TABLET, $0.05 
029968,ATORVASTATIN CALCIUM,20 MG,TABLET, $0.04 
029969,ATORVASTATIN CALCIUM,40 MG,TABLET, $0.05 
029984,NITAZOXANIDE,500 MG,TABLET, $62.62 
030007,TIMOLOL MALEATE/PF,0.5 %,DROPERETTE, $5.78 
030011,CARBOXYMETHYLCELLULOSE SODIUM,0.5 %,DROPERETTE, $0.25 
030027,BACITRACIN,500 UNIT/G,PACKET, $0.15 
030028,BACITRACIN ZINC,500 UNIT/G,OINT PACK, $0.05 
030106,LANSOPRAZOLE,15 MG,CAPSULE DR, $0.26 
030107,LANSOPRAZOLE,30 MG,CAPSULE DR, $0.15 
030274,TIZANIDINE HCL,4 MG,TABLET, $0.05 
030475,WARFARIN SODIUM,6 MG,TABLET, $0.12 
030476,LORATADINE,10 MG,TAB RAPDIS, $0.46 
030493,NORETHINDRONE-E.ESTRADIOL-IRON,5-7-9-7,TABLET, $1.41 
030495,CLARITHROMYCIN,500 MG,TAB ER 24H, $5.40 
030607,VALACYCLOVIR HCL,1000 MG,TABLET, $0.47 
030614,TRETINOIN MICROSPHERES,0.1 %,GEL (GRAM), $8.87 
030623,HYDROCODONE/ACETAMINOPHEN,10MG-325MG,TABLET, $0.07 
030735,SUMATRIPTAN,5 MG,SPRAY, $43.69 
030742,SUMATRIPTAN,20 MG,SPRAY, $22.57 
030773,AMPHOTERICIN B LIPOSOME,50 MG,VIAL, $242.73 
030796,OLOPATADINE HCL,0.1 %,DROPS, $3.27 
030824,MULTIVIT WITH MINERALS/GINSENG,,CAPSULE, $0.08 
030830,GLUCOSAMINE SULFATE,500 MG,TABLET, $0.54 
030949,ANAGRELIDE HCL,0.5 MG,CAPSULE, $1.00 
031004,ESTRADIOL,1 MG/GRAM,GEL PACKET, $4.95 
031027,ZOLMITRIPTAN,2.5 MG,TABLET, $2.15 
031061,MENTHOL,2 %,GEL (GRAM), $0.02 
031186,MOMETASONE FUROATE,50 MCG,SPRAY/PUMP, $3.39 
031430,ADENOSINE,3 MG/ML,VIAL, $3.11 
031439,BUPROPION HCL,150 MG,TAB ER 12H, $0.47 
031452,AZITHROMYCIN,500 MG,VIAL, $3.27 
031492,NARATRIPTAN HCL,2.5 MG,TABLET, $1.58 
031533,VALPROIC ACID (AS SODIUM SALT),500 MG/5ML,VIAL, $0.63 
031535,"NAFCILLIN IN DEXTROSE,ISO-OSM",2 G/100 ML,FROZ.PIGGY, $0.26 
031600,TAZAROTENE,0.05 %,GEL (GRAM), $6.15 
031601,TAZAROTENE,0.1 %,GEL (GRAM), $6.64 
031610,DESMOPRESSIN (NONREFRIGERATED),10/SPRAY,SPRAY/PUMP, $11.01 
031613,KETOROLAC TROMETHAMINE,60 MG/2 ML,VIAL, $0.66 
031689,FEXOFENADINE HCL,60 MG,TABLET, $0.11 
031779,PRAMIPEXOLE DI-HCL,1 MG,TABLET, $0.15 
031780,PRAMIPEXOLE DI-HCL,1.5 MG,TABLET, $0.20 
031781,PRAMIPEXOLE DI-HCL,0.125 MG,TABLET, $0.07 
031782,PRAMIPEXOLE DI-HCL,0.25 MG,TABLET, $0.14 
031789,ADAPALENE,0.1 %,CREAM (G), $3.79 
032174,ESTRADIOL,.025MG/24H,PATCH TDWK, $11.95 
032492,MEMANTINE HCL,10 MG,TABLET, $0.11 
032599,MYCOPHENOLATE MOFETIL,500 MG,TABLET, $0.29 
032600,DILTIAZEM HCL,360 MG,CAP ER 24H, $0.87 
032938,SCOPOLAMINE HYDROBROMIDE,0.4 MG,TABLET, $0.45 
033364,NIACIN,500 MG,TAB ER 24H, $0.46 
033365,NIACIN,750 MG,TAB ER 24H, $0.63 
033366,NIACIN,1000 MG,TAB ER 24H, $0.75 
033416,GLUTAMINE,100 %,POWDER, $0.21 
033515,B COMPLEX W-C NO.20/FOLIC ACID,1 MG,CAPSULE, $0.13 
033530,OMEPRAZOLE,20 MG,CAPSULE DR, $0.04 
033594,ALPHA LIPOIC ACID,200 MG,CAPSULE, $0.12 
033596,ALPHA LIPOIC ACID,300 MG,CAPSULE, $0.11 
033716,FEXOFENADINE HCL,180 MG,TABLET, $0.30 
033722,PERINDOPRIL ERBUMINE,4 MG,TABLET, $1.48 
033724,OXCARBAZEPINE,300 MG/5ML,ORAL SUSP, $0.42 
033849,GUAIFENESIN/DM/PSEUDOEPHEDRINE,50-5-15/5,LIQUID, $0.02 
034069,GLUCOSAMINE HCL/CHONDROITIN SU,500-400 MG,CAPSULE, $0.21 
034096,ASPIRIN/ACETAMINOPHEN/CAFFEINE,227-194-33,TABLET, $0.10 
034166,ROPINIROLE HCL,0.5 MG,TABLET, $0.08 
034186,LAMIVUDINE/ZIDOVUDINE,150-300 MG,TABLET, $3.35 
034187,QUETIAPINE FUMARATE,25 MG,TABLET, $0.04 
034188,QUETIAPINE FUMARATE,100 MG,TABLET, $0.08 
034189,QUETIAPINE FUMARATE,200 MG,TABLET, $0.13 
034313,POLYETHYLENE GLYCOL 3350,17 G,POWD PACK, $1.22 
034359,DEXTROAMPHETAMINE/AMPHETAMINE,30 MG,TABLET, $0.36 
034468,IRBESARTAN,150 MG,TABLET, $0.21 
034469,IRBESARTAN,300 MG,TABLET, $0.32 
034470,IRBESARTAN,75 MG,TABLET, $0.19 
034648,CAL/VIT B12/FOLIC ACID/VIT B6,,TABLET, $0.08 
034676,DACTINOMYCIN,0.5 MG,VIAL, $773.55 
034737,TIAGABINE HCL,4 MG,TABLET, $5.28 
034739,TIAGABINE HCL,16 MG,TABLET, $10.73 
034893,SACCHAROMYCES BOULARDII,250 MG,CAPSULE, $0.61 
035495,LIDOCAINE/PRILOCAINE,2.5 %-2.5%,CREAM (G), $0.43 
035527,MOMETASONE FUROATE,0.1 %,SOLUTION, $0.33 
035737,DICLOFENAC SODIUM/MISOPROSTOL,75 MG-200,TAB IR DR, $2.12 
036045,ISOTRETINOIN,10 MG,CAPSULE, $7.59 
036046,ISOTRETINOIN,20 MG,CAPSULE, $7.59 
036047,ISOTRETINOIN,40 MG,CAPSULE, $14.52 
036426,DEXRAZOXANE HCL,500 MG,VIAL, $89.18 
036534,CLOTRIMAZOLE/BETAMETHASONE DIP,1 %-0.05 %,CREAM (G), $0.58 
036566,OMEGA-3 FATTY ACIDS,1000 MG,CAPSULE, $0.12 
036654,NEBIVOLOL HCL,5 MG,TABLET, $0.29 
036745,BENDAMUSTINE HCL,25 MG,VIAL, $140.57 
036747,DOXYCYCLINE MONOHYDRATE,50 MG,TABLET, $0.59 
036763,IDARUBICIN HCL,1 MG/ML,VIAL, $7.24 
036767,ACARBOSE,25 MG,TABLET, $0.22 
036863,ANAGRELIDE HCL,1 MG,CAPSULE, $1.59 
036868,FEXOFENADINE/PSEUDOEPHEDRINE,60MG-120MG,TAB ER 12H, $0.66 
036872,METHOTREXATE SODIUM,2.5 MG,TABLET, $0.27 
036985,MITOXANTRONE HCL,2 MG/ML,VIAL, $9.87 
037000,FOMEPIZOLE,1 G/ML,VIAL, $688.37 
037003,MONTELUKAST SODIUM,5 MG,TAB CHEW, $0.07 
037015,CANDESARTAN CILEXETIL,4 MG,TABLET, $1.41 
037016,CANDESARTAN CILEXETIL,8 MG,TABLET, $1.08 
037017,CANDESARTAN CILEXETIL,16 MG,TABLET, $0.87 
037020,CICLOPIROX,8 %,SOLUTION, $2.65 
037022,RALOXIFENE HCL,60 MG,TABLET, $0.42 
037034,ADAPALENE,0.1 %,SOLUTION, $15.91 
037036,ZOLMITRIPTAN,5 MG,TABLET, $2.14 
037045,HYDROCORTISONE,100MG/60ML,ENEMA, $0.49 
037050,FINASTERIDE,1 MG,TABLET, $0.07 
037062,"VIT E ACET/FOLIC AC/BCOMP,C/MN",,TABLET, $0.08 
037063,"VIT E ACET/VIT BCOMP,C/MIN",,TABLET, $0.08 
037115,GLUCOSAMINE/CHONDRO SU A,500-400 MG,TABLET, $0.29 
037219,LANSOPRAZOLE/AMOXICILN/CLARITH,30-500-500,COMBO. PKG, $8.53 
037354,VALSARTAN/HYDROCHLOROTHIAZIDE,80-12.5MG,TABLET, $0.41 
037628,CLINDAMYCIN PHOS/BENZOYL PEROX,1 %-5 %,GEL (GRAM), $1.15 
037978,CILOSTAZOL,100 MG,TABLET, $0.25 
037979,CILOSTAZOL,50 MG,TABLET, $0.16 
038085,TROSPIUM CHLORIDE,20 MG,TABLET, $0.39 
038164,CLOPIDOGREL BISULFATE,75 MG,TABLET, $0.09 
038259,ETODOLAC,500 MG,TAB ER 24H, $1.24 
038267,CHROMIUM PICOLINATE,200 MCG,TABLET, $0.06 
038275,NARATRIPTAN HCL,1 MG,TABLET, $4.47 
038345,POVIDONE-IODINE,10 %,MED. PAD, $0.03 
038375,PREDNISOLONE SODIUM PHOSPHATE,5 MG/5 ML,SOLUTION, $0.81 
038450,CARBOPLATIN,10 MG/ML,VIAL, $0.78 
038451,MONTELUKAST SODIUM,10 MG,TABLET, $0.07 
038588,TOBRAMYCIN,0.3 %,DROPS, $2.18 
038829,ETHYL ALCOHOL,70 %,GEL (ML), $0.22 
038875,"ANTIHEMOPHILIC FACTOR, HUMAN",500 (+/-),KIT, $1.12 
038895,ENOXAPARIN SODIUM,300MG/3ML,VIAL, $11.03 
038906,REPAGLINIDE,0.5 MG,TABLET, $0.25 
038907,REPAGLINIDE,1 MG,TABLET, $0.21 
038908,REPAGLINIDE,2 MG,TABLET, $0.19 
038925,VALSARTAN/HYDROCHLOROTHIAZIDE,160-12.5MG,TABLET, $0.48 
038954,ACYCLOVIR SODIUM,50 MG/ML,VIAL, $1.33 
039056,DAUNORUBICIN HCL,5 MG/ML,VIAL, $23.01 
039100,PRAMIPEXOLE DI-HCL,0.5 MG,TABLET, $0.09 
039106,LOTEPREDNOL ETABONATE,0.5 %,DROPS SUSP, $33.02 
039138,TOLTERODINE TARTRATE,1 MG,TABLET, $0.86 
039139,TOLTERODINE TARTRATE,2 MG,TABLET, $0.55 
039189,SILDENAFIL CITRATE,25 MG,TABLET, $0.29 
039190,SILDENAFIL CITRATE,50 MG,TABLET, $0.11 
039191,SILDENAFIL CITRATE,100 MG,TABLET, $0.11 
039482,ENOXAPARIN SODIUM,40MG/0.4ML,SYRINGE, $8.53 
039488,PARICALCITOL,5 MCG/ML,VIAL, $11.39 
039494,SOD BORATE/BORIC AC/WATER/NACL,,IRRIG SOLN, $0.04 
039498,BRINZOLAMIDE,1 %,DROPS SUSP, $9.39 
039499,KETOROLAC TROMETHAMINE,15 MG/ML,VIAL, $0.90 
039500,KETOROLAC TROMETHAMINE,30MG/ML(1),VIAL, $1.11 
039531,DORZOLAMIDE HCL/TIMOLOL MALEAT,22.3-6.8/1,DROPS, $1.41 
039545,PANTOPRAZOLE SODIUM,20 MG,TABLET DR, $0.03 
039551,CIPROFLOXACIN,250 MG/5ML,SUS MC REC, $2.01 
039552,CIPROFLOXACIN,500 MG/5ML,SUS MC REC, $2.04 
039719,ARGININE/VIT C/VIT E/B12/FA/B6,75MG-0.8MG,TABLET, $0.08 
039734,IRON PS COMPLEX/B12/FOLIC ACID,150-25-1,CAPSULE, $0.15 
039739,"MULTIVIT,THER.W-IRON,HEMATINIC",66.7-.33MG,TABLET, $0.08 
039740,"MULTIVIT,THER.W-IRON,HEMATINIC",27MG-0.8MG,TABLET, $0.08 
039741,"MULTIVIT,THER.W-IRON,HEMATINIC",27MG-0.4MG,TABLET, $0.08 
039742,"MULTIVIT,THER.W-IRON,HEMATINIC",30-0.8MG,TABLET, $0.08 
039744,"MULTIVIT,TX WITH IRON,MINERALS",27MG-0.4MG,TABLET, $0.08 
039746,"MULTIVIT WITH IRON,MINERALS",30MG-0.4MG,TABLET, $0.08 
039747,"M-VIT,TX,IRON,MINS/CALC/FOLIC",27MG-0.4MG,TABLET, $0.08 
039748,"MULTIVIT WITH CALCIUM,IRON,MIN",27MG-0.4MG,TABLET, $0.08 
039749,"MULTIVITAMIN WITH IRON,LIVER",50MG-0.4MG,TABLET, $0.08 
039750,"MULTIVIT WITH IRON,HEMATINIC",27MG-0.4MG,TABLET, $0.08 
039768,"IRON/FOLIC AC/VIT BCOMP,C/MIN",106 MG-1MG,TABLET, $0.27 
039780,CAPECITABINE,150 MG,TABLET, $0.40 
039781,CAPECITABINE,500 MG,TABLET, $0.48 
039826,DICLOFENAC SODIUM,3 %,GEL (GRAM), $0.83 
039891,EPTIFIBATIDE,75MG/100ML,VIAL, $0.89 
039892,EPTIFIBATIDE,2 MG/ML,VIAL, $2.77 
040119,FERROUS GLUCONATE,240(27)MG,TABLET, $0.03 
040125,DESOG-E.ESTRADIOL/E.ESTRADIOL,21-5 (28),TABLET, $0.31 
040155,RIVASTIGMINE TARTRATE,1.5 MG,CAPSULE, $0.33 
040156,RIVASTIGMINE TARTRATE,3 MG,CAPSULE, $0.37 
040157,RIVASTIGMINE TARTRATE,4.5 MG,CAPSULE, $0.36 
040158,RIVASTIGMINE TARTRATE,6 MG,CAPSULE, $0.51 
040172,MAFENIDE ACETATE,50 G,PACKET, $3.61 
040186,ASPIRIN/ACETAMINOPHEN/CAFFEINE,250-250-65,TABLET, $0.03 
040221,RIZATRIPTAN BENZOATE,5 MG,TABLET, $0.76 
040222,RIZATRIPTAN BENZOATE,10 MG,TABLET, $0.75 
040223,RIZATRIPTAN BENZOATE,5 MG,TAB RAPDIS, $1.46 
040224,RIZATRIPTAN BENZOATE,10 MG,TAB RAPDIS, $1.44 
040238,SIMVASTATIN,80 MG,TABLET, $0.07 
040257,CEFDINIR,300 MG,CAPSULE, $0.53 
040258,CEFDINIR,125 MG/5ML,SUSP RECON, $0.20 
040261,LIDOCAINE,5 %,CREAM (G), $0.98 
040262,LIDOCAINE,4 %,CREAM (G), $0.75 
040290,GUAIFEN/DEXTROMETHORPHAN/PE,50-5-2.5/1,DROPS, $0.16 
040291,GUAIFEN/DEXTROMETHORPHAN/PE,300-15-10,LIQUID, $0.04 
040292,AMOXICILLIN,875 MG,TABLET, $0.23 
040303,ASPIRIN/DIPYRIDAMOLE,25MG-200MG,CPMP 12HR, $1.05 
040304,BALSALAZIDE DISODIUM,750 MG,CAPSULE, $0.72 
040357,MIGLITOL,25 MG,TABLET, $3.04 
040358,MIGLITOL,50 MG,TABLET, $1.52 
040359,MIGLITOL,100 MG,TABLET, $3.92 
040366,ESTRADIOL,.075MG/24H,PATCH TDWK, $15.01 
040376,MYCOPHENOLATE MOFETIL HCL,500 MG,VIAL, $29.98 
040395,FOSINOPRIL/HYDROCHLOROTHIAZIDE,20-12.5 MG,TABLET, $1.26 
040510,VITAMIN A/VIT C/ZINC/PROPOLIS,15 MG,LOZENGE, $0.03 
040520,LEVOCARNITINE,330 MG,TABLET, $0.74 
040549,LEFLUNOMIDE,10 MG,TABLET, $0.28 
040550,LEFLUNOMIDE,20 MG,TABLET, $0.94 
040646,AZELASTINE HCL,0.05 %,DROPS, $1.21 
040659,CANDESARTAN CILEXETIL,32 MG,TABLET, $1.88 
040809,"IRON,CARBONYL/ASCORBIC ACID",100-250 MG,TABLET, $0.17 
040822,MIDAZOLAM HCL,2 MG/ML,SYRUP, $1.22 
040888,ESTRADIOL/NORETHINDRONE ACET,1 MG-0.5MG,TABLET, $1.82 
040910,TELMISARTAN,40 MG,TABLET, $0.32 
040911,TELMISARTAN,80 MG,TABLET, $0.34 
040923,LOSARTAN/HYDROCHLOROTHIAZIDE,100MG-25MG,TABLET, $0.06 
040941,RABEPRAZOLE SODIUM,20 MG,TABLET DR, $0.30 
040944,SIMETHICONE,180 MG,CAPSULE, $0.03 
040964,ABACAVIR SULFATE,300 MG,TABLET, $0.74 
040965,ABACAVIR SULFATE,20 MG/ML,SOLUTION, $0.68 
040966,DILTIAZEM HCL,420 MG,CAP SA 24H, $1.65 
040971,CICLOPIROX OLAMINE,0.77 %,CREAM (G), $0.17 
040974,METFORMIN HCL,1000 MG,TABLET, $0.03 
041003,VALRUBICIN,40 MG/ML,VIAL, $270.25 
041016,QUINAPRIL/HYDROCHLOROTHIAZIDE,20 MG-25MG,TABLET, $0.82 
041026,OLANZAPINE,15 MG,TABLET, $0.20 
041027,OLANZAPINE,20 MG,TABLET, $0.24 
041033,LAMIVUDINE,100 MG,TABLET, $9.57 
041046,OXYBUTYNIN CHLORIDE,5 MG,TAB ER 24, $0.13 
041047,OXYBUTYNIN CHLORIDE,10 MG,TAB ER 24, $0.15 
041055,POTASSIUM GLUCONATE,595(99)MG,TABLET, $0.06 
041199,ENTACAPONE,200 MG,TABLET, $0.17 
041234,IRBESARTAN/HYDROCHLOROTHIAZIDE,150-12.5MG,TABLET, $0.19 
041245,BIOTIN,2500 MCG,CAPSULE, $0.10 
041285,CELECOXIB,100 MG,CAPSULE, $0.13 
041286,CELECOXIB,200 MG,CAPSULE, $0.13 
041337,PERINDOPRIL ERBUMINE,2 MG,TABLET, $1.27 
041339,FENTANYL CITRATE,600 MCG,LOZENGE HD, $10.40 
041340,FENTANYL CITRATE,800 MCG,LOZENGE HD, $18.17 
041341,FENTANYL CITRATE,1200 MCG,LOZENGE HD, $11.29 
041342,FENTANYL CITRATE,1600 MCG,LOZENGE HD, $28.44 
041384,FENTANYL CITRATE/PF,50 MCG/ML,AMPUL, $0.55 
041385,FENTANYL CITRATE/PF,50 MCG/ML,VIAL, $0.49 
041424,PREDNISOLONE SODIUM PHOSPHATE,25 MG/5 ML,SOLUTION, $2.60 
041440,FINASTERIDE,5 MG,TABLET, $0.06 
041562,ONDANSETRON,4 MG,TAB RAPDIS, $0.32 
041563,ONDANSETRON,8 MG,TAB RAPDIS, $0.34 
041567,LISINOPRIL,30 MG,TABLET, $0.05 
041568,MELATONIN,1 MG,TABLET, $0.02 
041651,VERAPAMIL HCL,100 MG,CAP24H PCT, $6.35 
041652,VERAPAMIL HCL,200 MG,CAP24H PCT, $2.44 
